Date,Open,High,Low,Close,Adj Close,Volume
2002-03-06,38.237499,38.462502,37.000000,37.287498,27.919203,38728
2002-03-07,38.162498,38.174999,37.262501,37.737499,28.256163,55024
2002-03-08,38.125000,39.250000,37.950001,38.950001,29.164009,107416
2002-03-11,39.687500,39.687500,38.000000,38.187500,28.593098,75536
2002-03-12,38.150002,38.150002,37.062500,37.312500,27.937933,50784
2002-03-13,37.037498,38.250000,36.924999,37.812500,28.312311,48376
2002-03-14,40.000000,40.000000,37.062500,38.025002,28.471428,46112
2002-03-15,38.437500,38.437500,37.625000,38.099998,28.527576,32936
2002-03-18,39.500000,45.712502,38.750000,45.712502,34.227486,623984
2002-03-19,47.500000,48.450001,42.537498,42.950001,32.159054,838160
2002-03-20,43.500000,50.250000,43.500000,49.625000,37.156979,3514640
2002-03-21,49.974998,55.337502,48.750000,54.674999,40.938194,6371504
2002-03-22,55.037498,56.924999,51.525002,51.912498,38.869762,5957120
2002-03-25,51.912498,51.912498,51.912498,51.912498,38.869762,0
2002-03-26,51.250000,51.987499,46.299999,46.700001,34.966866,1680528
2002-03-27,47.450001,51.724998,46.924999,51.037498,38.214596,4979808
2002-03-28,51.037498,51.037498,51.037498,51.037498,38.214596,0
2002-03-29,51.037498,51.037498,51.037498,51.037498,38.214596,0
2002-04-01,53.500000,53.724998,50.437500,51.837502,38.813599,2559016
2002-04-02,52.224998,57.974998,51.250000,54.375000,40.713573,4557776
2002-04-03,53.750000,65.250000,53.075001,65.250000,48.856277,9823808
2002-04-04,67.487503,72.625000,66.750000,68.500000,51.289749,8736624
2002-04-05,68.449997,69.449997,65.312500,66.512497,49.801586,5138848
2002-04-08,67.449997,69.349998,64.250000,65.137497,48.772045,4547400
2002-04-09,65.737503,66.500000,62.650002,65.599998,49.118343,3006376
2002-04-10,65.000000,70.650002,65.000000,68.787498,51.504997,4279496
2002-04-11,69.925003,75.349998,68.525002,73.074997,54.715282,5814032
2002-04-12,70.000000,79.849998,70.000000,76.087502,56.970951,7397064
2002-04-15,81.250000,81.250000,71.312500,71.537498,53.564068,2578368
2002-04-16,72.474998,73.937500,70.099998,70.662498,52.908920,2336696
2002-04-17,73.500000,74.974998,71.562500,71.925003,53.854237,1521336
2002-04-18,72.750000,80.199997,70.775002,78.937500,59.104858,3009256
2002-04-19,79.900002,83.562500,74.000000,75.412498,56.465519,8487536
2002-04-22,76.250000,76.937500,72.025002,75.012497,56.166012,3132192
2002-04-23,75.000000,81.099998,74.812500,80.250000,60.087620,4616136
2002-04-24,81.000000,82.224998,78.775002,79.887497,59.816162,2987520
2002-04-25,80.500000,80.500000,75.750000,76.599998,57.354641,2028496
2002-04-26,76.750000,79.599998,74.562500,76.187500,57.045795,2506752
2002-04-29,75.500000,77.000000,72.474998,73.562500,55.080315,2157272
2002-04-30,74.687500,76.912498,74.250000,75.337502,56.409367,2105776
2002-05-01,75.337502,75.337502,75.337502,75.337502,56.409367,0
2002-05-02,76.625000,79.099998,76.224998,78.162498,58.524570,2603784
2002-05-03,78.224998,78.487503,75.687500,76.562500,57.326588,1378176
2002-05-06,76.750000,77.199997,74.750000,75.275002,56.362579,786544
2002-05-07,75.750000,76.750000,74.125000,74.762497,55.978813,909936
2002-05-08,76.737503,77.500000,75.037498,75.500000,56.531040,871112
2002-05-09,78.762497,78.762497,73.775002,74.849998,56.044346,1097024
2002-05-10,74.750000,75.474998,73.150002,73.512497,55.042877,598648
2002-05-13,74.449997,74.750000,71.687500,72.175003,54.041412,337448
2002-05-14,73.250000,73.750000,69.012497,69.962502,52.384796,396984
2002-05-15,71.175003,71.650002,66.275002,67.550003,50.578415,531888
2002-05-16,67.887497,68.699997,64.750000,65.187500,48.809486,483392
2002-05-17,65.849998,66.000000,62.250000,64.262497,48.116879,480624
2002-05-20,65.025002,65.750000,56.250000,58.650002,43.914501,271688
2002-05-21,56.549999,56.974998,50.125000,53.650002,40.170727,690248
2002-05-22,51.625000,56.250000,51.625000,54.837502,41.059860,733392
2002-05-23,54.837502,55.750000,52.500000,53.349998,39.946083,348824
2002-05-24,55.000000,64.012497,55.000000,64.012497,47.929695,1227032
2002-05-27,65.250000,67.750000,60.250000,64.224998,48.088799,2219704
2002-05-28,62.500000,64.125000,59.250000,60.125000,45.018906,926568
2002-05-29,61.250000,64.500000,61.000000,62.937500,47.124790,1086112
2002-05-30,63.250000,67.000000,61.000000,61.875000,46.329235,1431304
2002-05-31,62.500000,63.250000,60.750000,61.962502,46.394772,631600
2002-06-03,63.250000,65.712502,63.250000,63.737499,47.723797,683056
2002-06-04,63.500000,64.250000,62.500000,63.387501,47.461731,358472
2002-06-05,64.125000,66.250000,63.812500,64.875000,48.575512,727208
2002-06-06,65.699997,66.500000,63.000000,63.375000,47.452374,317576
2002-06-07,62.025002,62.500000,60.000000,60.437500,45.252911,293376
2002-06-10,61.424999,63.000000,58.562500,58.974998,44.157837,521464
2002-06-11,60.700001,62.462502,60.700001,61.099998,45.748955,445320
2002-06-12,61.500000,61.750000,59.299999,60.112499,45.009548,220040
2002-06-13,59.437500,61.625000,59.412498,59.787498,44.766205,146032
2002-06-14,59.412498,60.250000,58.875000,59.825001,44.794296,165720
2002-06-17,60.799999,63.737499,60.712502,61.200001,45.823818,395312
2002-06-18,62.450001,62.924999,59.000000,59.400002,44.476059,186088
2002-06-19,59.674999,60.450001,57.549999,57.962502,43.399734,227960
2002-06-20,57.737499,59.562500,57.737499,58.912498,44.111042,152392
2002-06-21,58.750000,58.750000,57.500000,57.762501,43.249973,67920
2002-06-24,57.987499,59.687500,57.500000,57.950001,43.390377,175384
2002-06-25,58.737499,59.000000,57.325001,57.887501,43.343567,100504
2002-06-26,57.724998,58.000000,55.337502,55.512501,41.565273,100304
2002-06-27,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-06-28,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-01,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-02,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-03,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-04,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-05,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-08,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-09,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-10,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-11,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-12,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-15,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-16,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-17,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-18,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-19,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-22,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-23,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-24,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-25,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-26,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-29,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-30,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-07-31,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-08-01,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-08-02,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-08-05,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-08-06,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-08-07,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-08-08,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-08-09,55.512501,55.512501,55.512501,55.512501,41.565273,0
2002-08-12,39.125000,39.962502,38.750000,39.700001,29.725584,75640
2002-08-13,40.000000,40.375000,38.775002,39.099998,29.276335,65112
2002-08-14,38.700001,38.700001,36.000000,36.512501,27.338932,237296
2002-08-15,36.512501,36.512501,36.512501,36.512501,27.338932,0
2002-08-16,37.762501,37.762501,36.000000,36.349998,27.217258,207192
2002-08-19,37.000000,37.000000,35.075001,35.275002,26.412346,69992
2002-08-20,35.775002,38.987499,35.424999,36.512501,27.338932,1642416
2002-08-21,36.924999,39.250000,36.625000,38.312500,28.686695,1260824
2002-08-22,40.000000,41.625000,39.549999,39.812500,29.809820,3642704
2002-08-23,40.375000,43.599998,39.250000,42.450001,31.784672,2793432
2002-08-26,42.724998,43.375000,41.775002,42.250000,31.634911,1141600
2002-08-27,42.750000,44.375000,40.775002,41.037498,30.727036,2045736
2002-08-28,40.000000,41.724998,40.000000,41.087502,30.764471,786816
2002-08-29,41.000000,41.950001,40.775002,41.200001,30.848719,605680
2002-08-30,41.474998,45.750000,41.325001,44.037498,32.973305,2237728
2002-09-02,44.474998,46.099998,44.000000,44.462502,33.291527,1439784
2002-09-03,44.474998,44.674999,42.037498,42.299999,31.672344,419808
2002-09-04,41.500000,43.724998,41.325001,43.375000,32.477264,843648
2002-09-05,44.174999,44.750000,42.562500,42.887501,32.112251,555088
2002-09-06,42.599998,43.200001,41.125000,41.525002,31.092081,299784
2002-09-09,42.025002,42.712502,40.525002,40.775002,30.530499,325600
2002-09-10,40.775002,40.775002,40.775002,40.775002,30.530499,0
2002-09-11,41.325001,42.724998,41.275002,42.025002,31.466438,258032
2002-09-12,42.500000,43.349998,41.799999,42.087502,31.513231,304536
2002-09-13,41.900002,41.924999,40.887501,41.049999,30.736403,136216
2002-09-16,41.487499,41.500000,39.924999,40.075001,30.006361,143936
2002-09-17,40.662498,41.812500,40.662498,41.437500,31.026545,157456
2002-09-18,41.000000,41.125000,39.750000,40.162498,30.071890,106392
2002-09-19,40.025002,41.125000,39.299999,39.724998,29.744297,197056
2002-09-20,39.325001,39.599998,38.137501,39.187500,29.341846,155400
2002-09-23,39.250000,39.500000,38.062500,38.349998,28.714767,104136
2002-09-24,37.924999,38.000000,36.750000,37.062500,27.750746,132536
2002-09-25,36.375000,37.849998,36.375000,37.375000,27.984722,134272
2002-09-26,38.237499,38.587502,37.750000,37.950001,28.415264,36264
2002-09-27,38.025002,39.000000,38.025002,38.474998,28.808367,65192
2002-09-30,38.125000,38.375000,36.575001,36.924999,27.647795,68736
2002-10-01,36.875000,37.750000,36.250000,36.812500,27.563559,87656
2002-10-02,36.812500,36.812500,36.812500,36.812500,27.563559,0
2002-10-03,37.424999,39.000000,37.424999,37.887501,28.368483,322296
2002-10-04,38.012501,38.349998,37.250000,37.412498,28.012808,115248
2002-10-07,37.625000,37.924999,37.125000,37.525002,28.097050,57664
2002-10-08,37.500000,38.700001,37.474998,38.349998,28.714767,115912
2002-10-09,38.700001,39.087502,37.312500,37.487499,28.068960,137280
2002-10-10,37.375000,37.950001,36.750000,37.424999,28.022173,109368
2002-10-11,38.250000,38.625000,38.025002,38.099998,28.527576,125096
2002-10-14,38.775002,39.000000,37.775002,37.837502,28.331034,96296
2002-10-15,37.837502,37.837502,37.837502,37.837502,28.331034,0
2002-10-16,38.724998,38.924999,37.750000,37.862499,28.349758,150816
2002-10-17,37.862499,38.174999,37.437500,37.962502,28.424623,90224
2002-10-18,38.525002,40.000000,38.424999,39.037498,29.229534,405640
2002-10-21,39.625000,40.599998,39.200001,39.400002,29.500956,297384
2002-10-22,40.049999,40.049999,37.625000,37.875000,28.359106,157232
2002-10-23,38.237499,38.599998,37.525002,37.775002,28.284233,118208
2002-10-24,38.000000,38.250000,36.775002,37.012501,27.713314,112480
2002-10-25,37.162498,37.162498,36.049999,36.462502,27.301491,63432
2002-10-28,36.125000,36.500000,35.549999,35.812500,26.814796,77480
2002-10-29,35.099998,36.474998,35.099998,36.200001,27.104944,79496
2002-10-30,36.674999,37.400002,36.299999,36.775002,27.535471,91432
2002-10-31,36.875000,37.500000,36.750000,37.362499,27.975372,66856
2002-11-01,37.500000,38.025002,36.625000,36.849998,27.591640,115928
2002-11-04,37.650002,37.750000,37.275002,37.474998,28.059597,54384
2002-11-05,37.750000,38.000000,36.500000,36.775002,27.535471,50304
2002-11-06,36.775002,36.775002,36.775002,36.775002,27.535471,0
2002-11-07,37.349998,38.500000,37.349998,38.087502,28.518215,132432
2002-11-08,37.500000,37.674999,37.162498,37.250000,27.891136,35080
2002-11-11,36.912498,37.674999,36.750000,36.812500,27.563559,35688
2002-11-12,36.750000,37.349998,36.500000,36.974998,27.685217,42304
2002-11-13,37.237499,37.237499,36.537498,36.625000,27.423161,40440
2002-11-14,36.750000,37.750000,36.750000,37.062500,27.750746,57552
2002-11-15,37.500000,38.025002,37.500000,37.937500,28.405920,76520
2002-11-18,38.375000,38.750000,38.000000,38.325001,28.696041,133176
2002-11-19,38.325001,38.325001,38.325001,38.325001,28.696041,0
2002-11-20,38.500000,40.000000,38.500000,39.812500,29.809820,317312
2002-11-21,40.962502,44.487499,40.712502,42.837502,32.074806,2296072
2002-11-22,43.924999,45.500000,42.000000,42.275002,31.653625,808776
2002-11-25,42.787498,43.200001,41.650002,42.049999,31.485167,219344
2002-11-26,42.474998,43.500000,41.525002,41.812500,31.307316,227384
2002-11-27,42.224998,42.462502,40.887501,41.187500,30.839359,130624
2002-11-28,41.862499,43.462502,41.862499,42.849998,32.084164,239376
2002-11-29,42.849998,42.849998,42.849998,42.849998,32.084164,0
2002-12-02,45.349998,47.750000,44.387501,47.162498,35.313168,759040
2002-12-03,46.450001,52.250000,46.450001,49.900002,37.362885,1951504
2002-12-04,49.250000,51.174999,47.562500,48.150002,36.052570,1198424
2002-12-05,48.887501,51.000000,47.787498,49.587502,37.128910,683568
2002-12-06,50.299999,51.737499,49.687500,50.887501,38.102287,519760
2002-12-09,51.337502,51.337502,48.000000,48.187500,36.080647,342896
2002-12-10,48.625000,50.599998,47.262501,49.974998,37.419044,418392
2002-12-11,51.000000,54.250000,50.762501,51.962502,38.907200,1695504
2002-12-12,52.349998,54.000000,52.000000,52.375000,39.216057,1193440
2002-12-13,52.924999,53.724998,52.250000,52.474998,39.290932,655792
2002-12-16,52.750000,53.237499,50.025002,50.262501,37.634308,420000
2002-12-17,51.099998,51.250000,49.000000,49.562500,37.110188,318376
2002-12-18,49.712502,50.650002,48.512501,48.937500,36.642216,299928
2002-12-19,49.224998,53.900002,49.125000,53.174999,39.815056,2286656
2002-12-20,53.750000,54.875000,52.537498,53.312500,39.918003,1469976
2002-12-23,53.737499,53.750000,51.250000,51.474998,38.542171,573664
2002-12-24,51.750000,54.000000,51.737499,53.724998,40.226887,918496
2002-12-25,53.724998,53.724998,53.724998,53.724998,40.226887,0
2002-12-26,53.875000,55.987499,53.349998,55.362499,41.452972,1477336
2002-12-27,55.662498,55.849998,53.687500,53.887501,40.348557,407128
2002-12-30,53.737499,57.875000,52.937500,57.187500,42.819447,1829296
2002-12-31,57.500000,61.075001,57.250000,60.037498,44.953400,4461032
2003-01-01,59.974998,62.025002,59.762501,60.974998,45.655350,2785608
2003-01-02,61.612499,62.875000,57.887501,58.187500,43.568199,2168552
2003-01-03,60.250000,61.087502,58.412498,59.037498,44.204636,1928216
2003-01-06,59.424999,60.250000,56.887501,57.262501,42.875599,1979640
2003-01-07,57.924999,58.500000,56.125000,56.662498,42.426342,1010352
2003-01-08,57.200001,59.099998,57.000000,58.700001,43.951935,1173496
2003-01-09,58.974998,60.125000,58.400002,59.174999,44.307594,905064
2003-01-10,59.625000,59.625000,55.162498,55.562500,41.602711,737328
2003-01-13,55.562500,57.250000,54.275002,56.424999,42.248520,896568
2003-01-14,56.625000,58.724998,56.375000,56.887501,42.594818,913280
2003-01-15,57.674999,58.625000,57.000000,58.187500,43.568199,1287600
2003-01-16,58.424999,60.000000,58.349998,58.912498,44.111042,1608760
2003-01-17,58.525002,59.150002,57.125000,57.437500,43.006641,622688
2003-01-20,57.000000,57.250000,55.387501,55.599998,41.630791,291200
2003-01-21,56.212502,56.500000,53.762501,54.275002,40.638680,466368
2003-01-22,54.224998,55.849998,54.049999,54.387501,40.722927,340352
2003-01-23,54.000000,54.487499,51.775002,52.400002,39.234772,338744
2003-01-24,52.849998,53.200001,50.537498,50.825001,38.055496,625024
2003-01-27,50.474998,50.487499,46.325001,47.125000,35.285095,408776
2003-01-28,49.500000,50.599998,46.974998,50.349998,37.699833,961472
2003-01-29,51.000000,51.174999,48.262501,48.862499,36.586044,546800
2003-01-30,49.349998,51.187500,48.900002,49.575001,37.119564,690656
2003-01-31,49.125000,50.000000,47.875000,48.262501,36.136799,335992
2003-02-03,48.974998,52.674999,48.750000,52.312500,39.169262,763504
2003-02-04,53.000000,53.437500,50.075001,50.625000,37.905743,522960
2003-02-05,49.750000,50.500000,48.875000,49.700001,37.213123,262680
2003-02-06,49.474998,50.849998,49.250000,50.187500,37.578167,307688
2003-02-07,50.500000,51.962502,49.549999,49.875000,37.344170,486456
2003-02-10,50.000000,50.312500,48.250000,48.525002,36.333366,199568
2003-02-11,48.224998,49.750000,47.750000,48.037498,35.968334,259680
2003-02-12,48.450001,48.500000,47.062500,47.275002,35.397396,211784
2003-02-13,47.275002,47.275002,47.275002,47.275002,35.397396,0
2003-02-14,47.224998,47.500000,44.750000,45.025002,33.712700,283160
2003-02-17,45.924999,48.000000,45.924999,47.799999,35.790504,315072
2003-02-18,48.325001,48.924999,47.137501,47.487499,35.556515,258216
2003-02-19,48.375000,48.500000,47.400002,47.537498,35.593971,161584
2003-02-20,47.724998,47.750000,46.037498,47.474998,35.547146,242168
2003-02-21,48.000000,48.000000,46.250000,46.462502,34.789055,157480
2003-02-24,47.174999,47.674999,46.637501,46.924999,35.135342,98448
2003-02-25,45.062500,46.500000,45.000000,45.837502,34.321087,132456
2003-02-26,46.500000,46.750000,44.762501,45.112499,33.778236,175080
2003-02-27,44.974998,46.237499,44.000000,45.912498,34.377239,73864
2003-02-28,46.674999,48.625000,46.162498,48.075001,35.996414,235768
2003-03-03,48.974998,48.974998,47.325001,47.674999,35.696899,137232
2003-03-04,46.250000,47.000000,46.012501,46.212502,34.601852,95624
2003-03-05,46.500000,47.000000,44.525002,46.537498,34.845196,201632
2003-03-06,46.250000,46.250000,44.762501,45.112499,33.778236,86104
2003-03-07,44.762501,45.224998,43.750000,43.924999,32.889076,139448
2003-03-10,43.650002,44.250000,40.562500,40.825001,30.567944,190976
2003-03-11,40.474998,42.437500,39.987499,42.125000,31.541313,255152
2003-03-12,41.500000,43.000000,41.099998,41.237499,30.876797,253544
2003-03-13,41.187500,42.500000,40.987499,41.974998,31.429022,138352
2003-03-14,41.974998,41.974998,41.974998,41.974998,31.429022,0
2003-03-17,42.237499,43.162498,40.000000,41.662498,31.195007,262688
2003-03-18,41.662498,41.662498,41.662498,41.662498,31.195007,0
2003-03-19,43.224998,43.750000,41.549999,41.775002,31.279263,151568
2003-03-20,41.562500,43.025002,41.275002,42.724998,31.990564,226976
2003-03-21,42.825001,43.750000,42.450001,43.349998,32.458538,167328
2003-03-24,43.387501,43.387501,41.262501,41.474998,31.054623,90736
2003-03-25,40.500000,41.250000,40.025002,41.025002,30.717690,123648
2003-03-26,41.474998,42.275002,40.125000,40.450001,30.287146,183768
2003-03-27,40.424999,40.875000,40.075001,40.362499,30.221630,221584
2003-03-28,40.275002,41.525002,40.037498,40.412498,30.259066,56760
2003-03-31,39.875000,39.875000,38.000000,38.174999,28.583742,87320
2003-04-01,37.974998,39.500000,37.974998,38.612499,28.911318,89144
2003-04-02,39.000000,40.224998,38.250000,39.974998,29.931494,68752
2003-04-03,40.500000,41.424999,40.250000,40.900002,30.624077,110000
2003-04-04,40.012501,42.724998,40.012501,42.474998,31.803377,225112
2003-04-07,42.974998,44.412498,42.500000,44.150002,33.057552,276752
2003-04-08,42.500000,44.112499,41.887501,42.150002,31.560036,137288
2003-04-09,41.750000,42.000000,40.750000,41.125000,30.792559,94408
2003-04-10,40.812500,40.812500,37.750000,38.125000,28.546303,282568
2003-04-11,36.500000,40.250000,35.500000,37.612499,28.162560,208312
2003-04-14,37.612499,37.612499,37.612499,37.612499,28.162560,0
2003-04-15,38.750000,39.362499,37.275002,37.674999,28.209352,138568
2003-04-16,37.987499,38.424999,36.750000,37.237499,27.881775,88968
2003-04-17,37.250000,37.500000,35.500000,35.849998,26.842873,98120
2003-04-18,35.849998,35.849998,35.849998,35.849998,26.842873,0
2003-04-21,36.750000,37.224998,35.750000,36.062500,27.001987,91448
2003-04-22,36.237499,37.000000,35.875000,36.049999,26.992619,87016
2003-04-23,36.724998,36.924999,35.250000,35.500000,26.580801,145488
2003-04-24,35.674999,36.212502,34.637501,34.837502,26.084764,127904
2003-04-25,35.174999,35.500000,34.500000,35.125000,26.300028,124808
2003-04-28,35.424999,35.750000,35.174999,35.262501,26.402992,71944
2003-04-29,35.924999,36.250000,34.849998,35.012501,26.215794,73400
2003-04-30,34.650002,34.937500,33.750000,33.974998,25.438959,103632
2003-05-01,33.974998,33.974998,33.974998,33.974998,25.438959,0
2003-05-02,34.000000,34.174999,33.250000,33.424999,25.027151,156112
2003-05-05,34.500000,36.000000,34.000000,35.012501,26.215794,284336
2003-05-06,35.375000,36.312500,35.250000,35.724998,26.749285,259368
2003-05-07,36.000000,36.500000,35.525002,35.637501,26.683777,140816
2003-05-08,35.637501,37.450001,35.549999,35.812500,26.814796,280448
2003-05-09,36.150002,36.150002,34.250000,34.362499,25.729107,126568
2003-05-12,35.424999,35.424999,33.750000,34.237499,25.635506,102888
2003-05-13,34.674999,35.125000,34.424999,34.674999,25.963091,128992
2003-05-14,34.875000,35.724998,34.875000,35.287498,26.421707,105344
2003-05-15,34.000000,35.375000,34.000000,35.212502,26.365553,87640
2003-05-16,35.500000,35.987499,34.750000,35.650002,26.693130,161568
2003-05-19,36.400002,37.375000,35.025002,35.224998,26.374910,209648
2003-05-20,34.750000,35.400002,34.750000,34.974998,26.187712,103968
2003-05-21,35.424999,35.812500,34.750000,34.787498,26.047329,107440
2003-05-22,34.775002,35.250000,34.025002,34.174999,25.588711,90304
2003-05-23,34.849998,34.849998,33.625000,33.849998,25.345371,111800
2003-05-26,33.400002,34.349998,31.875000,32.087502,24.025684,178232
2003-05-27,31.500000,32.724998,29.762501,30.112499,22.546894,247760
2003-05-28,30.725000,31.825001,30.250000,30.525000,22.855755,215944
2003-05-29,30.750000,31.250000,30.500000,30.737499,23.014868,171760
2003-05-30,30.750000,31.250000,29.750000,30.174999,22.593693,220768
2003-06-02,30.500000,32.224998,30.500000,30.950001,23.173981,314712
2003-06-03,31.200001,31.799999,31.000000,31.275000,23.417324,134800
2003-06-04,31.375000,32.312500,31.375000,31.987499,23.950815,167904
2003-06-05,33.000000,33.875000,32.500000,32.849998,24.596615,301264
2003-06-06,33.200001,34.375000,33.087502,34.049999,25.495121,250944
2003-06-09,33.775002,35.750000,33.750000,35.549999,26.618256,329472
2003-06-10,35.500000,35.849998,33.750000,33.849998,25.345371,275280
2003-06-11,34.174999,35.187500,34.000000,34.250000,25.644875,98368
2003-06-12,34.500000,35.500000,34.500000,34.887501,26.122206,140408
2003-06-13,35.250000,35.250000,34.549999,34.650002,25.944368,170712
2003-06-16,34.625000,35.625000,34.000000,34.912498,26.140924,197528
2003-06-17,35.062500,35.862499,35.000000,35.224998,26.374910,237112
2003-06-18,35.487499,35.687500,34.762501,34.862499,26.103497,88464
2003-06-19,35.174999,35.500000,34.750000,34.750000,26.019243,97424
2003-06-20,35.250000,35.250000,34.262501,34.349998,25.719749,114288
2003-06-23,34.950001,36.724998,34.875000,35.512501,26.590181,247200
2003-06-24,35.000000,36.000000,34.787498,34.924999,26.150280,112328
2003-06-25,35.250000,35.962502,35.000000,35.250000,26.393620,116016
2003-06-26,35.474998,38.000000,35.462502,37.862499,28.349758,722128
2003-06-27,38.500000,43.000000,38.500000,42.049999,31.485167,1254688
2003-06-30,42.674999,46.987499,42.525002,45.700001,34.218117,1103808
2003-07-01,46.487499,46.625000,43.500000,43.950001,32.907803,422720
2003-07-02,45.000000,45.625000,41.762501,42.162498,31.569405,388664
2003-07-03,43.150002,44.700001,42.025002,42.362499,31.719145,536976
2003-07-04,41.750000,43.250000,41.375000,42.237499,31.625555,202536
2003-07-07,42.924999,44.500000,42.250000,43.862499,32.842266,325240
2003-07-08,45.125000,45.724998,44.325001,44.750000,33.506805,371648
2003-07-09,45.500000,45.500000,43.512501,43.762501,32.767391,186472
2003-07-10,44.674999,48.250000,44.674999,47.312500,35.425488,916296
2003-07-11,46.750000,50.575001,46.750000,47.650002,35.678192,872512
2003-07-14,48.275002,49.487499,47.500000,47.662498,35.687534,237064
2003-07-15,47.450001,47.849998,44.474998,45.450001,34.030930,275912
2003-07-16,45.750000,46.625000,44.462502,45.549999,34.105793,162496
2003-07-17,45.924999,46.750000,44.775002,45.137501,33.796963,299048
2003-07-18,44.750000,45.500000,43.012501,44.612499,33.403847,225520
2003-07-21,45.224998,45.974998,44.500000,44.662498,33.441284,200808
2003-07-22,44.500000,46.437500,43.750000,46.049999,34.480175,335920
2003-07-23,47.500000,47.974998,45.750000,46.587502,34.882645,237312
